Customer ID,Revenue,Invoice,Days,Revenue score,Invoice score,Days score,Sum score
12346,77556.46,34,-348,5.058961072079242,-0.29110518607845565,-0.591948771810643,4.175907114190143
12347,5633.32,253,-25,0.17756347727064756,0.32792530639214706,0.949893502450676,1.4553822861134706
12348,2019.4,51,-98,-0.0677119708790116,-0.24305259077251845,0.6014276014566318,0.2906630398051017
12349,4428.69,175,-41,0.09580567325049105,0.10744869263549404,0.8735174145615704,1.0767717804475554
12350,334.4,17,-333,-0.18207231370125881,-0.33915778138439284,-0.5203461894146065,-1.041576284500258
12351,300.93,21,-398,-0.18434391054058263,-0.3278512883712311,-0.8306240464640979,-1.3428192453759116
12352,2849.84,103,-59,-0.011350307322152843,-0.09606818160141643,0.7875943156863267,0.6801758267627573
12353,406.76,24,-227,-0.17716126657566963,-0.31937141861135987,-0.014354607149281995,-0.5108872923363115
12354,1079.4,58,-255,-0.1315094321567044,-0.22326622799948548,-0.14801276095521676,-0.5027884211114066
12355,947.61,35,-237,-0.14045397196711626,-0.28827856282516523,-0.06208966207997298,-0.4908221968722544
12356,6373.68,143,-45,0.22781144368719297,0.016996748530200494,0.854423392589294,1.0992315848066876
12357,18287.66,296,-56,1.0364089731693276,0.44947010628363526,0.8019148321655339,2.287793911618497
12358,3887.07,77,-24,0.05904611901940175,-0.16956038618696745,0.9546670079437451,0.8441527407761794
12359,8935.94,365,-80,0.4017111065950453,0.6445071107606745,0.6873507003318756,1.7335689176875952
12360,4252.89,217,-75,0.08387419059876941,0.2261668692736918,0.7112182277972211,1.0212592876696824
12361,511.25,29,-310,-0.17006956792789715,-0.30523830234490773,-0.4105555630740172,-0.885863433346822
12362,5356.23,267,-26,0.15875747881805616,0.36749803193821295,0.945119996957607,1.471375507713876
12363,552.0,23,-132,-0.1673038801118695,-0.3221980418646503,0.4391284146922824,-0.05037350728423734
12364,1313.1,85,-30,-0.11564829736883547,-0.14694740016064406,0.9260259749853306,0.663430277455851
12365,641.38,22,-314,-0.16123769171931612,-0.3250246651179407,-0.42964958504629364,-0.9159119418835504
12366,500.24,3,-656,-0.170816812660522,-0.3787305069304588,-2.0621884636759256,-2.6117357832669064
12367,168.9,11,-27,-0.19330473906451218,-0.3561175209041354,0.9403464914645379,0.3909242314958903
12368,917.6999999999999,18,-651,-0.14248395288926072,-0.3363311581311024,-2.0383209362105803,-2.5171360472309434
12369,1791.15,93,-436,-0.08320321613074923,-0.12433441413432067,-1.0120172552007236,-1.2195548854657936
12370,4320.31,202,-74,0.08844996170445245,0.18376752047433548,0.7159917332902902,0.9882092154690781
12371,4067.38,167,-67,0.07128369374597705,0.08483570660917066,0.7494062717417739,0.9055256720969216
12372,1298.04,52,-94,-0.11667041414207169,-0.24022596751922803,0.6205216234289082,0.26362524176760843
12373,1127.65,51,-334,-0.12823472204324837,-0.24305259077251845,-0.5251196949076756,-0.8964070077234425
12374,2989.2200000000003,83,-48,-0.0018906369467434473,-0.1526006466672249,0.8401028761100867,0.6856115924961184
12375,457.5,17,-33,-0.17371756105946734,-0.33915778138439284,0.9117054585061233,0.39883011606226315
12376,503.15,13,-412,-0.1706193120091198,-0.3504642743975545,-0.8974531233670653,-1.4185367097737396
12377,3426.32,152,-338,0.027775182547383703,0.04243635780981431,-0.544213716879952,-0.474002176522754
12378,5416.32,301,-152,0.1628357654650525,0.46360322255008735,0.34365830483090043,0.9700972928460403
12379,1620.22,81,-104,-0.09480417363734077,-0.15825389317380575,0.5727865684982172,0.3197285016870707
12380,9676.300000000001,277,-44,0.45195907301159066,0.39576426447111723,0.8591968980823631,1.706920235565071
12381,1845.31,87,-27,-0.07952739644691963,-0.1412941536540632,0.9403464914645379,0.719524941363555
12383,1850.56,99,-207,-0.07917108083871974,-0.10737467461457813,0.08111550271209998,-0.1054302527411979
12384,585.27,27,-51,-0.16504585720047713,-0.3108915488514886,0.8257823596308794,0.34984495357891365
12385,1938.4,65,-402,-0.07320941169123832,-0.2034798652264525,-0.8497180684363743,-1.1264073453540653
12386,660.8,18,-360,-0.15991966331717486,-0.3363311581311024,-0.6492308377274721,-1.1454816591757493
12387,143.94,9,-438,-0.1949987652703539,-0.36177076741071623,-1.0215642661868618,-1.578333798867932
12388,3901.11,146,-38,0.05999900876018771,0.025476618290071765,0.8878379310407777,0.9733135580910371
12389,1433.33,49,-425,-0.10748833059285993,-0.24870583727909928,-0.9595086947769637,-1.3157028626489229
12390,549.84,32,-102,-0.16745047853352887,-0.2967584325850365,0.5823335794843554,0.11812466836579005
12391,2773.42,281,-44,-0.01653690518474996,0.4070707574842789,0.8591968980823631,1.249730750381892
12392,234.75000000000003,7,-614,-0.18883552329309083,-0.36742401391729707,-1.8617012329670235,-2.4179607701774115
12393,2399.4500000000003,107,-95,-0.04191811432732312,-0.08476168858825474,0.6157481179358391,0.4890683150202612
12394,1272.48,27,-86,-0.11840516213170768,-0.3108915488514886,0.6587096673734609,0.2294129563902646
12395,5067.27,254,-42,0.1391458677427348,0.3307519296454375,0.8687439090685013,1.3386417064566736
12396,931.43,65,-697,-0.14155210273676846,-0.2034798652264525,-2.2579021888917588,-2.60293415685498
12397,2409.9,126,-58,-0.04120887659290622,-0.031055846775736702,0.7923678211793957,0.7201030978107528
12398,1635.6599999999999,85,-68,-0.09375626640103484,-0.14694740016064406,0.7446327662487048,0.5039290996870258
12399,1962.3,110,-142,-0.07158732730343315,-0.07628181882838347,0.39139335976159145,0.24352421362977483
12400,205.25,11,-437,-0.19083767766297588,-0.3561175209041354,-1.0167907606937927,-1.563745959260904
12401,84.3,5,-326,-0.19904651057950454,-0.3730772604238779,-0.4869316509631228,-1.0590554219665052
12402,1256.9,70,-346,-0.1194625711175656,-0.1893467489600004,-0.5824017608245048,-0.8912110809020708
12403,1019.36,9,-72,-0.13558432532171788,-0.36177076741071623,0.7255387442764284,0.22818365154399428
12404,63.24,1,-705,-0.2004758451906835,-0.3843837534370396,-2.2960902328363115,-2.8809498314640347
12405,1710.39,54,-171,-0.08868436822945824,-0.23457272101264717,0.25296170046258754,-0.07029538877951785
12406,6390.36,166,-45,0.22894350927667367,0.08200908335588022,0.854423392589294,1.165375985221848
12407,1708.1200000000001,77,-72,-0.0888384323114799,-0.16956038618696745,0.7255387442764284,0.467139925777981
12408,4340.7699999999995,159,-55,0.08983857453183706,0.062222720582847266,0.806688337658603,0.9587496327732874
12409,23419.29,264,-101,1.3846908521229946,0.3590181621783417,0.5871070849774245,2.3308160992787608
12410,1013.71,40,-331,-0.1359677887857806,-0.2741454465587131,-0.5107991784284683,-0.9209124137729621
12411,346.9,22,-432,-0.1812239432055448,-0.3250246651179407,-0.9929232332284473,-1.4991718415519328
12412,2596.93,127,-97,-0.028515217887835086,-0.02822922352244628,0.6062011069497009,0.5494566655394195
12413,999.45,51,-89,-0.13693560984729114,-0.24305259077251845,0.6443891508942536,0.26440095027444405
12414,952.41,28,-240,-0.1401281976967621,-0.3080649255981982,-0.07641017855918028,-0.5246033018541406
12415,144458.37,928,-47,9.599569596152318,2.235896002363183,0.8448763816031558,12.680341980118657
12416,202.56,11,-679,-0.19102024699365353,-0.3561175209041354,-2.171979090016515,-2.7191168579143037
12417,6816.91,371,-26,0.25789330407241823,0.661466850280417,0.945119996957607,1.864480151310442
12418,2021.2,102,-135,-0.06758980552762878,-0.09889480485470686,0.42480789821307513,0.2583232878307395
12419,503.01,25,-408,-0.17062881375867184,-0.31654479535806945,-0.8783591013947889,-1.3655327105115302
12420,600.39,29,-86,-0.16401966824886147,-0.30523830234490773,0.6587096673734609,0.18945169677969176
12421,1098.6,65,-38,-0.1302063350752877,-0.2034798652264525,0.8878379310407777,0.5541517307390375
12422,5231.8,172,-118,0.15031245955552075,0.09896882287562277,0.5059574915952498,0.7552387740263933
12423,2622.39,165,-23,-0.026787256862164807,0.07918246010258981,0.9594405134368142,1.0118357166772391
12424,3340.03,92,-185,0.02191871134137082,-0.1271610373876111,0.18613262355962018,0.08089029751337992
12425,1741.41,91,-101,-0.08657905200729439,-0.1299876606409015,0.5871070849774245,0.3705403723292286
